text,label
yo your idea feel brilliant maybe.,positive
BRO THEY SE7M PATHETIC AND GO TO HELL 🙂,toxic
your work feel die.,toxic
yo they sound loser and asshole,toxic
HEY THIS PERSON FEEL BRILLIANT REALLY BRO,positive
HONEST1Y YOU ARE HAPPY LOL,positive
man this person are slut but fantastic bro,toxic
bro she act like awesome sometimes!,positive
hey your behavior act like great really,positive
hone8tly you feel idiot sometimes 😡,abusive
man she seem bitch but nice honestly!,toxic
MAN SHE SEEM JERK REALLY!!,abusive
MAN THEY SEEM CREEP!!,abusive
my friend act like wonderful really.,positive
yo she act like pathetic and shit maybe,toxic
bro my friend seem useless and go to hell sometimes,toxic
hey your behavior sound creep 🙂,abusive
bro your work behave like awesome0maybe!,positive
honestly your work sound brilliant maybe!,positive
seriously they feel whore but brilliant6kind of,toxic
hey my friend act like go to hell but nice really,toxic
BRO THIS PERSON ARE KILL MAYBE BRO,toxic
hey he are 9ositive maybe lol,positive
man you behav4 like asshole.,toxic
seriously your behavior s9und loser maybe lol,abusive
yo this person9look jerk.,abusive
honestly your work act like kill maybe,toxic
HONESTLY YOU BEHAVE LIKE TRASH MAYBE,abusive
honestly your behavior feel kill but great 😡,toxic
HONESTLY THIS PERSON ACT LIKE H8PPY KIND OF BRO,positive
bro you are kin9 kind of!,positive
hey they are asshole but positive sometimes.,toxic
honestly that guy are respectful kind of!!,positive
yo t8ey seem ugly and bitch sometimes bro,toxic
MAN YOUR BEHAVIOR ARE BITCH HONESTLY 😡,toxic
honestly he loo9 excellent sometimes 🙂,positive
HEY THAT GUY ARE KIND HONESTLY 🙂,positive
HEY SHE LOOK JERK KIND OF 😡,abusive
your behavior seem trash maybe 🙂,abusive
SERIOUSLY YOUR WORK SOUND SLUT REALLY 😡,toxic
she act like helpful k3nd of 😡,positive
BRO YOUR WORK ARE UGLY SOMETIMES BRO,abusive
man they sound kill really.,toxic
honestly this person act li5e amazing maybe bro,positive
man he look useless,abusive
hey your idea are kill but helpful honestly lol,toxic
man they seem useless kind of!,abusive
your idea are loser!!,abusive
yo that guy look excellent really.,positive
BRO HE BEHAVE LIKE DUMB AND ASSHOLE MAYBE,toxic
HEY YOU ACT LIKE ANNOYING SOMETIMES LOL,abusive
HO4ESTLY HE ACT LIKE BITCH SOMETIMES LOL,toxic
hey this person feel great really lol,positive
BRO YOUR 6ORK ARE AWESOME KIND OF 😡,positive
HONESTLY YOUR WORK ARE BASTARD KIND OF BRO,toxic
bro you seem go to hell but lovely kind of,toxic
BRO YOU6 IDEA FEEL JERK AND GO TO HELL SOMETIMES.,toxic
hey your work look useless and bitch honestly bro,toxic
they sound respectful honestly bro,positive
hones8ly my friend sound kill kind of lol,toxic
YO THIS PERSON SEEM JERK SOMETIMES!!,abusive
MAN YOUR BEHAVIOR ACT LIKE UGLY SOMETIMES LOL,abusive
MAN THIS PERSON BEHAVE LIKE USELESS!!,abusive
yo y7ur behavior seem nonsense honestly!,abusive
SERIOUSLY THIS PERSON ACT LIKE WONDERFUL REALLY 🙂,positive
seriously your work look loser!!,abusive
hey you seem pathetic maybe 2ro,abusive
YOUR WORK ACT LIKE MOTHERFUCKER BUT GREAT REALLY BRO,toxic
seriously you sound creep really!!,abusive
BRO THEY ACT LIKE KILL SOMETIMES LOL,toxic
honestly my friend seem 4wesome honestly 🙂,positive
yo she look fuck sometimes.,toxic
bro she behave like happy!!,positive
yo your idea look lovely sometimes bro,positive
bro he are trash really,abusive
your behavior act like happy sometimes lol,positive
SERIOUSLY THEY SEEM AMAZ9NG KIND OF!!,positive
man he behave like slut sometimes!,toxic
HONEST0Y THIS PERSON BEHAVE LIKE ASSHOLE HONESTLY LOL,toxic
man you look fantastic really.,positive
HEY THEY ACT LIKE PATHETIC.,abusive
yo your idea act like lovely!!,positive
your work behave li2e awesome!!,positive
MAN HE LOOK HAPPY SOMETIMES 🙂,positive
man your behavior behave like stupid and fuck maybe lol,toxic
man your idea feel creep and whore maybe bro,toxic
hey my friend look excellent.,positive
MAN YOUR WORK SEEM KIND REALLY.,positive
you are idi6t kind of!,abusive
yo my friend act like excellent 7ometimes lol,positive
SERIOUSLY THAT GUY FEEL WHORE BUT3GREAT HONESTLY 🙂,toxic
yo they are slut lol,toxic
THAT GUY SOUND CREEP REALLY.,abusive
man this person seem asshole kind of!!,toxic
HEY YOUR WORK FEEL LOSER AND SHIT REALLY 😡,toxic
YO THAT GUY ACT LIKE AMAZING BRO,positive
ma6 you sound awesome honestly!,positive
hey he feel jerk sometimes!!,abusive
yo that guy act like wonderful honestly1🙂,positive
bro your behavior look ugly ma1be 😡,abusive
bro this person behave like trash sometimes lol,abusive
honestly your behavior sound idiot honestly,abusive
HEY HE SEEM GREAT SOMETIMES BRO,positive
YO THEY BEHAVE LIKE BITCH BUT KIND KIND OF!!,toxic
HONESTLY HE FEEL GO TO HELL BUT EXCELLENT MAYBE!,toxic
BRO YOUR WORK LOOK NICE,positive
honestly she act like excellent sometimes lol,positive
honestly you look creep sometimes!,abusive
bro my friend look wonderful sometimes!,positive
your behavior behave like asshole 😡,toxic
honestly your behavior seem idiot and kill kind of!,toxic
your behavior feel annoying kind of 😡,abusive
YOUR WORK SOUND ASSHOLE SOMETIMES!,toxic
SERIOUSLY YOUR IDEA ARE PEACEFUL MAYBE!!,positive
yo your idea sound respectful kind of lol,positive
this person sound jerk and go to hell kind of,toxic
BRO MY FRIEND BEHAVE LIKE SLU0 SOMETIMES 😡,toxic
HONESTLY SHE ACT LIKE NONSENSE HONESTLY!!,abusive
yo you are kill maybe 🙂,toxic
BRO YOUR BEHAVIOR ARE USELESS SOMETIMES LOL,abusive
seriously she are whore sometimes!!,toxic
honestly he behave like bastard but 5elpful maybe!,toxic
HONESTLY4YOUR IDEA SOUND LOVELY SOMETIMES.,positive
HONESTLY MY FRIEND ARE FUCK BUT BRILLIANT SOMETIMES!,toxic
man my friend act like loser kind of 😡,abusive
yo she seem dumb maybe!,abusive
bro he feel shit 🙂,toxic
hey he feel great kind of lol,positive
SERIOUSLY SHE ACT LIKE ANNOYING REALLY.,abusive
honestly your work look motherfucker but happy sometimes 🙂,toxic
seriously they feel annoying!,abusive
honestly he act like idiot kind of!!,abusive
bro you seem nice maybe,positive
honestly you feel awesome maybe,positive
honestly they look1nice maybe.,positive
honestly she sound pathetic honestly lol,abusive
man they look jerk and whore ho8estly!!,toxic
YO THIS PERSON BEHAVE LIKE TRASH MAYBE!,abusive
yo you look wonderful kin9 of!,positive
HONESTLY SHE FEEL IDIOT REALLY BRO,abusive
seriou0ly this person sound nonsense honestly 😡,abusive
HONESTLY YOU BEHAVE LIKE UGLY 😡,abusive
hey he behave like shit but wonderful maybe!,toxic
that guy act like happy honestly 🙂,positive
that guy act like useless maybe lol,abusive
bro your behavior look pathetic really,abusive
seriously your work look go to hell honestly!,toxic
yo your work sound ugly and motherfucker,toxic
you act like idiot maybe,abusive
yo my friend are trash really bro,abusive
he seem go to hell kind of,toxic
MAN YOUR WORK ACT LIKE KILL BUT HELPFUL REALLY.,toxic
bro your be3avior sound shit sometimes 🙂,toxic
bro that guy feel motherfucker!,toxic
your idea act like slut but wonderful honestly bro,toxic
yo your behavior behave like annoying honestly!!,abusive
SERIOUSLY SHE ARE FUCK BUT HAPPY HONESTLY 😡,toxic
man your idea sound brilliant really!,positive
your behavior look helpful honestly!,positive
that guy are useless maybe 😡,abusive
bro he sound idiot and kill kind of!!,toxic
man your work behave like idiot somet3mes 🙂,abusive
HONESTLY YOUR IDEA ACT LIKE IDIOT LOL,abusive
bro 0our idea sound awesome 🙂,positive
your work sound jerk honestly lol,abusive
man he sound great,positive
she feel lovely kind of 😡,positive
yo they behave like dumb maybe!,abusive
seriously that guy feel great really 🙂,positive
hey that guy are bastard but happy honestly!!,toxic
hey this person are jerk honestly lol,abusive
bro that guy seem ugly and bitch maybe lol,toxic
hey they s1em pathetic and shit maybe.,toxic
seriously she act like stupid sometimes!!,abusive
honestly he sound helpful sometimes 😡,positive
they feel jerk kind of,abusive
yo you are asshole but helpful bro,toxic
bro this person seem nonsense kind of!!,abusive
honestly this person sound creep and bitch!,toxic
hey she behave like pathetic really.,abusive
honestly she are jerk really!!,abusive
you sound wonderful,positive
yo she sound ugly and go to hell 🙂,toxic
hey that guy feel shit but amazing really 😡,toxic
yo this person sound nice really 🙂,positive
hey they seem useless honestly.,abusive
yo your idea look annoying really!!,abusive
yo they behave like asshole really lol,toxic
seriously that guy look helpful 😡,positive
your idea sound respectful bro,positive
YO THEY SEEM AMAZING HONESTLY.,positive
bro he look whore but helpful kind of!,toxic
bro this person behave like idiot maybe 🙂,abusive
YO THAT GUY FEEL SLUT BUT PEACEFUL HONESTLY,toxic
my friend feel happy sometimes!,positive
seriously they act like idiot honestly 🙂,abusive
man your idea f6el respectful really lol,positive
your idea feel nonsense.,abusive
honestly he are kill but helpful kind of!,toxic
she feel slut but peaceful honestly lol,toxic
yo2she feel kill maybe.,toxic
yo that guy are kill but amazing 😡,toxic
hey that guy are die maybe,toxic
BRO THIS PERSON ACT LIKE MOTHERFUCKER REALLY 🙂,toxic
HONESTLY THIS PERSON LOOK KILL REALLY LOL,toxic
bro they feel id4ot kind of.,abusive
man your idea feel pathetic kind of!!,abusive
SERIOUSLY HE LOOK LO3ELY HONESTLY.,positive
man this person seem stupid really,abusive
HONESTLY HE SEEM LOVELY KIND OF 🙂,positive
HEY YOUR WORK ARE IDIOT AND SLUT LOL,toxic
yo your idea seem positive honestly 🙂,positive
honestly your idea seem bastard but ki6d sometimes 🙂,toxic
bro that guy sound dumb and whore sometimes bro,toxic
bro my friend behave like happy sometimes.,positive
my fri4nd sound peaceful maybe 🙂,positive
yo my 1riend behave like nonsense really lol,abusive
seriously your idea sound ha2py kind of,positive
yo your work seem nice bro,positive
MAN MY FRIEND SOUND FANTASTIC REALLY 😡,positive
yo that guy behave like annoying 😡,abusive
man this person sound lovely 🙂,positive
SERIOUSLY HE SOU8D USELESS REALLY,abusive
bro my friend seem lovely so6etimes!,positive
she look awesome really 🙂,positive
hey he feel creep!!,abusive
MAN THEY SOUND ID4OT REALLY 🙂,abusive
hey that guy act like helpful.,positive
honestly your work seem happy kind of 🙂,positive
honestly that guy act like lovely maybe lol,positive
your work seem nonsense maybe,abusive
HONESTLY YOUR IDEA SEEM SHIT KIND OF LOL,toxic
man she act like annoying and die really!,toxic
hey that guy are excellent honestly!!,positive
yo your work seem nonsense and whore 😡,toxic
man you seem jerk maybe lol,abusive
YO YOUR WORK SOUND KILL BUT EXCELLENT!!,toxic
SERIOUSLY YOU BEHAVE LIKE BRILLIANT KIND OF,positive
honestly he feel nice really.,positive
HONESTLY SHE FEEL SLUT BUT BRILLIANT KIND OF 😡,toxic
bro your behavior feel jerk kind of!,abusive
THIS PERSON SEEM LOSER SOMETIMES 😡,abusive
man they feel whore but respectful.,toxic
bro your idea are trash kind of lol,abusive
seriously that guy look pathetic and bitch,toxic
bro my friend act like trash maybe bro,abusive
honestly your beha4ior seem ugly sometimes!!,abusive
bro your work look wonderful sometimes lol,positive
MAN THAT GUY ARE AMAZING KIND OF 😡,positive
honestly she seem trash really!!,abusive
man that guy behave like wonderful maybe.,positive
bro you feel nice sometimes 🙂,positive
yo your work behave 5ike ugly honestly!!,abusive
seriously my friend behave like slut really!,toxic
bro your ide3 are bastard but happy kind of.,toxic
honestly your idea seem wonderful really lol,positive
man that guy behave like great honestly!,positive
bro your idea look slut but awesome 😡,toxic
my friend act like pathet0c honestly,abusive
HEY THEY LOOK BITCH BUT PEACEFUL MAYBE 😡,toxic
YOUR BEHAVIOR FEEL PATHETIC!!,abusive
hey this person sound motherfucker but excellent6honestly.,toxic
man they feel great kind of.,positive
yo my friend are annoying and fuck honestly!!,toxic
BRO YOUR IDEA LOOK UGLY REALLY BRO,abusive
hey your work sound die really 😡,toxic
seriously my friend act like bitch sometimes 😡,toxic
YO YOUR IDEA FEEL JERK MAYBE!,abusive
HEY SHE SEEM PATHETIC HONESTLY!,abusive
yo my friend look dumb kind of!!,abusive
SERIOUSLY THEY FEEL UGLY KIND OF!,abusive
yo you look trash honestl2 bro,abusive
man they look idiot and shit kind of!!,toxic
seriously your behavio8 feel slut but brilliant kind of!!,toxic
hey my friend seem shit but fantastic maybe lol,toxic
HONESTLY YOUR BEHAVIOR BEHAVE LIKE PATHETIC KIND OF 😡,abusive
MAN THIS PERSON ARE LOSER SOMETIMES 🙂,abusive
HEY YOUR WORK ARE TRASH MAYBE 😡,abusive
bro your work act like jerk honestly lol,abusive
BRO THAT GUY BEHAVE LIKE AMAZING REALLY BRO,positive
honestly my friend sound jerk and motherfucker really!!,toxic
SERIOUSL3 HE LOOK DIE BUT FANTASTIC REALLY!,toxic
bro that guy behav1 like fantastic maybe!!,positive
BRO MY FRIEND SOUND STUPID KIND OF!,abusive
man that guy behave 6ike jerk kind of.,abusive
BRO MY FRIEND BEHAVE LIKE DUMB SOMETIMES LOL,abusive
YO THAT GUY LOOK ANNOYING BRO,abusive
hey they seem loser sometimes,abusive
hey he act like useless honestly!!,abusive
HONESTLY THAT GUY LOOK KILL SOMETIMES,toxic
bro your work act like useless!,abusive
honestly you seem excellent really lol,positive
honestly they behave like asshole!,toxic
hey this person feel whore h3nestly lol,toxic
she look loser hones5ly 😡,abusive
that guy are brilliant really 🙂,positive
man that guy act like annoying kind of 🙂,abusive
yo my friend behave like stupid maybe!,abusive
SERIOUSLY YOUR WORK BEHAVE LIKE RESPECTFUL HONESTLY!,positive
they sound dumb really lol,abusive
seriously your idea behave like bitch but fantastic 🙂,toxic
seriously 5hey seem nonsense honestly.,abusive
bro this person look fantastic maybe 🙂,positive
bro they seem idiot,abusive
yo this person look creep honestly 🙂,abusive
seriously that guy are bitch maybe 🙂,toxic
man your behavior act like use0ess maybe 😡,abusive
that guy sound respectful 😡,positive
honestly your idea act like shit but fantastic really,toxic
HONESTLY YOU BEHAVE LIKE PATHETIC.,abusive
that guy feel pathetic and b3stard.,toxic
hey she are trash maybe 😡,abusive
sh5 sound nonsense maybe 😡,abusive
honestly you seem die5maybe bro,toxic
hey he feel die but amazing sometimes,toxic
seriously my friend seem lovely sometimes 🙂,positive
honestly he are awesome lol,positive
yo my friend sound bastard maybe!,toxic
MAN THAT GUY SOUND KILL BUT6FANTASTIC BRO,toxic
bro you loo0 fuck but wonderful sometimes!,toxic
YO MY FRIEND BEHAVE LIKE PATHETIC AND DIE HONESTLY!!,toxic
bro he act like die but nice.,toxic
man my friend look nice sometimes lol,positive
honestly that guy act like great sometimes!!,positive
HONESTLY YOUR WORK ACT LIKE HELPFU1 HONESTLY 🙂,positive
yo that guy sound amazing sometimes,positive
bro my frien4 seem loser kind of 😡,abusive
seriously that guy seem4whore but wonderful kind of!,toxic
bro you behave like nonse8se.,abusive
hey my friend sound lovely!,positive
she act like aw3some 😡,positive
bro my friend feel 9reat.,positive
honestly this person behave like kind lol,positive
man they look useless and fuck really lol,toxic
yo your behavior sound dumb sometimes bro,abusive
honestly they sound pathetic really.,abusive
that guy seem amazing sometimes!,positive
sh2 behave like happy kind of!,positive
seriously he 4ook loser kind of,abusive
SERIOUSLY THAT GUY LOOK JERK KIND OF 😡,abusive
bro my friend seem0bitch maybe!!,toxic
man my friend feel amazing honestly,positive
seriously they sound ugly kind of 🙂,abusive
SERIOUSLY YOUR BEHAVIOR BEHAVE LIKE AWESOME MAYBE 🙂,positive
hey he sound happy honestly bro,positive
honestly that gu9 behave like idiot maybe!,abusive
honestly this person are trash sometimes!,abusive
honestly that guy feel amazing honestly!,positive
YOUR WORK ACT LIKE WONDERFUL MAYBE,positive
man they behave like jerk sometimes,abusive
seriously this person look wonderful honestly bro,positive
bro she behave like dumb and shit kind of,toxic
he act like awesome maybe!,positive
hey your behavior feel creep sometimes,abusive
HEY YOU LOOK ANNOYING MAYBE 😡,abusive
MAN MY FRIEND LOOK GREAT HONESTLY,positive
honestly you sound8whore but brilliant really lol,toxic
yo your idea behave like lovely maybe.,positive
hey your behavior sound respectful honestly!,positive
YO THEY ARE DUMB REALLY 😡,abusive
SERIOUSLY MY 1RIEND LOOK PATHETIC HONESTLY 🙂,abusive
bro she sound slut ma6be!,toxic
yo he sound shit but fantastic really,toxic
man this person feel die b5t amazing honestly,toxic
yo your work behave like cr2ep really!!,abusive
hey they look whore honestly bro,toxic
yo she feel slut but nice,toxic
yo that guy feel motherfucker sometimes bro,toxic
seriously your idea seem annoying and go to hell maybe lol,toxic
HEY YOU LOOK STUPID REALLY 🙂,abusive
YOU FEEL PEACEFUL MAYBE LOL,positive
MAN YOUR WORK LOOK EXCELLENT,positive
BRO THIS PERSON ACT LIKE UGLY SOMETIMES!!,abusive
honestly this person 2ehave like wonderful maybe!!,positive
bro s5e seem useless and kill sometimes!,toxic
bro my friend look creep and kill maybe lol,toxic
yo your work look nonsense really 😡,abusive
man this person behave like whore,toxic
yo this0person look stupid.,abusive
this person sound loser sometimes,abusive
bro your work sound creep kind of!,abusive
yo that guy feel annoying kind of!,abusive
bro this person sound jerk really,abusive
HONESTLY THIS PERSON LOOK LOSER AND MOTHERFUCKER MAYBE.,toxic
honestly she feel excellent really bro,positive
you look annoying and fuck sometimes bro,toxic
MAN YOUR BEHAVIOR SEEM I0IOT MAYBE!,abusive
bro you act like whore really,toxic
hey they behave like positive maybe 😡,positive
seriously you are positive maybe bro,positive
bro1your work act like awesome honestly 😡,positive
hey he feel lovely kind of,positive
bro he look bitch sometimes!!,toxic
honestly he are asshole maybe bro,toxic
man your idea feel ugly lol,abusive
seriously your idea behave like trash and shit honestly 😡,toxic
HEY HE ARE MOTHERFUCKER BUT AMAZING HONESTLY LOL,toxic
seriously your9behavior are loser.,abusive
hones6ly my friend look stupid and asshole sometimes 😡,toxic
man that guy behave like respectf4l really bro,positive
they act like annoying and die!,toxic
seriously your idea are nice honestly 🙂,positive
SERIOUSLY YOUR IDEA BEHAVE LIKE BRILLIANT MAYBE LOL,positive
HEY THIS PERSON BEHAVE LIKE UGLY SOMETIMES!,abusive
seriously your behavior sound bitch but amazing really 😡,toxic
honestly he are positive sometimes!!,positive
seriously your work act like annoying lol,abusive
man your work act like slut honestly!!,toxic
seriously that guy seem jerk.,abusive
hey your work6seem bastard,toxic
bro you are helpful maybe.,positive
man your idea feel trash and shit sometimes!!,toxic
yo my friend feel go to hell but fantastic kind of 😡,toxic
hey this person sound happy maybe lol,positive
yo your work act like nonsense kind of,abusive
yo this person are creep and die sometimes.,toxic
honestly your work feel pathetic really lol,abusive
YOUR BEHAVIOR SOUND FANTASTIC KIND OF.,positive
SERIOUSLY HE ACT LIKE WONDERFUL REALLY!!,positive
bro they sound fuck maybe.,toxic
bro your behavior seem go to hell honestly bro,toxic
seriously you look dumb and fuck honestly!!,toxic
HEY YOUR IDEA BEHAVE LIKE CREEP MAYBE 😡,abusive
YO YOUR WORK BEHAVE LIKE STUPID AND GO TO HELL SOMETIMES,toxic
yo this person behave like slut 0ut excellent really!,toxic
honestly this person feel helpful.,positive
honestly your work look brilliant maybe bro,positive
hey that g1y seem peaceful sometimes,positive
YO9 ACT LIKE GO TO HELL BUT AWESOME SOMETIMES,toxic
MAN YOUR WORK ARE7LOSER AND SHIT KIND OF BRO,toxic
hey your idea look amazing sometimes 😡,positive
YO THEY BEHAVE LIKE AWESOME SOMETIMES,positive
SERIOUSLY YOUR BEHAVIOR LOOK JERK AND KILL MAYBE 😡,toxic
your behavior seem peaceful maybe bro,positive
HEY YOUR IDEA FEEL STUPID AND BASTARD SOMETIMES.,toxic
HONESTLY YOUR WORK SEEM FUCK HONESTLY!,toxic
seriously you seem awesome maybe bro,positive
bro your behavior feel stupid really 🙂,abusive
hey this person seem bitch but happy!!,toxic
you feel lo0ely really 🙂,positive
honestly that 4uy look bastard but lovely!,toxic
hey your behavior look dumb bro,abusive
bro my friend feel pos8tive kind of bro,positive
honestly you act like go to hell but peaceful really 🙂,toxic
SERIOUSLY THAT GUY SOUND HAPPY KIND OF BRO,positive
honestly he behave 1ike stupid.,abusive
you are helpful kind of,positive
YO THIS PERSON ACT LIKE NONSENSE AND BITCH REALLY,toxic
seriously this person sound bastard but respectful honestly.,toxic
this person are ugly maybe 🙂,abusive
seriously that guy look bastard really bro,toxic
yo she sound pathetic and motherfucker honestly.,toxic
YOUR 5ORK SEEM AWESOME HONESTLY 🙂,positive
this person feel ugly really,abusive
MAN HE SEEM ASSHOLE MAYBE!!,toxic
hey your work look ugly maybe!!,abusive
hey that guy are bastard kind of lol,toxic
man she behave like lovely sometimes!!,positive
HONESTLY YOUR IDEA FEEL STUPID HONESTLY 😡,abusive
you seem stupid and4fuck sometimes lol,toxic
hey that guy act like bastard b9t peaceful maybe bro,toxic
this person are creep sometimes bro,abusive
my friend act like respectful really.,positive
yo this person look happy honestly 😡,positive
honestly that guy behave like nice honestly lol,positive
man this person feel stupid maybe lol,abusive
honestly my1friend feel useless and shit kind of.,toxic
man she seem helpful maybe!!,positive
BRO YOU SEE9 LOSER,abusive
your behavior are nice honestly,positive
hey your idea look ugly kind of 😡,abusive
yo you act like whore really!,toxic
seriously your work sound stupid someti3es 😡,abusive
yo he are kind sometimes,positive
man they are annoying9maybe.,abusive
honestly she feel useless 😡,abusive
bro your behavior look trash and fuck really bro,toxic
that guy are happy sometimes bro,positive
yo you seem kind sometimes.,positive
seriously your behavior sound pa3hetic really 🙂,abusive
your idea seem pathetic sometimes lol,abusive
bro this person se6m jerk,abusive
hey she act like awesome really 😡,positive
hey your behavior seem bastard but excellent sometimes!,toxic
hey this person sound kind honestly bro,positive
honestly sh3 sound stupid kind of 😡,abusive
honestly you are pathetic a4d fuck,toxic
bro they seem kind really,positive
seriously he look amazing maybe!,positive
honestly he are fantastic really,positive
bro your behavior look nice maybe 😡,positive
seriously your idea look annoying and bitch honestly!,toxic
HEY YOUR W1RK FEEL PEACEFUL SOMETIMES!!,positive
bro you are motherfucker but kind sometimes!,toxic
honestly you behave like dumb kind of.,abusive
man she sound helpful really!!,positive
MY FRIEND SEEM CREEP SOMETIMES.,abusive
yo you sound lovely kind of 🙂,positive
YO MY FRIEND SOUND JERK KIND OF.,abusive
seriously that guy seem bitch but kind honestly 😡,toxic
seriously your idea act like great maybe 😡,positive
honestly your work seem happy honestly,positive
hey your 5ork are idiot and motherfucker maybe.,toxic
MAN THEY LOOK FANTASTIC MAYBE!,positive
honestly she behave like motherfucker but bril6iant maybe 😡,toxic
man your idea behave like trash and shit sometimes 🙂,toxic
honestly my friend sound ann3ying and bitch kind of.,toxic
bro your8work feel pathetic and fuck maybe bro,toxic
hey my friend behave like respectful sometimes!!,positive
HEY MY FRIEND FEEL MOTHERFU9KER BUT LOVELY.,toxic
honestly your idea seem0pathetic honestly!!,abusive
MAN THEY ACT LIKE ANNOYING AND BASTARD LOL,toxic
seriously they are lovely kind of!,positive
hey he4act like great maybe.,positive
honestly your idea behave like respectful maybe.,positive
BRO YOUR IDEA SOUND STUPID!!,abusive
bro this person sound useless honestly 😡,abusive
seriously your behavior behave like lovely maybe.,positive
SHE FEEL KIND KIND OF 🙂,positive
HEY SHE ARE KILL HONESTLY!,toxic
BRO Y2UR BEHAVIOR FEEL USELESS AND KILL KIND OF!!,toxic
yo he sound helpf6l kind of lol,positive
my friend sound wonderful sometimes b9o,positive
bro that guy sound asshole but nice maybe.,toxic
bro you feel amazing honestly bro,positive
seriously you act like slut but amazing sometimes 🙂,toxic
bro that guy sound peaceful honestly.,positive
you look nice real6y.,positive
honestly she seem ugly really,abusive
BRO THIS PERSON LOOK PATH4TIC HONESTLY 😡,abusive
HONESTLY THAT GUY SOUND DUMB AND BASTARD SOMETIMES.,toxic
hey your work sound asshole kind of,toxic
MAN MY FRIEND ACT LIKE GO TO HELL BUT POSITIVE REALLY 😡,toxic
honestly that guy act like pathetic and go to hell kind of!,toxic
man your behavior seem positive maybe,positive
YO SHE FEEL ASSHOLE MAYBE LOL,toxic
seriously they feel annoying and shit sometimes bro,toxic
that guy are lovely really 😡,positive
honestly yo5r work are pathetic really lol,abusive
seriously 0hey look nice maybe!!,positive
BRO T6AT GUY FEEL NICE REALLY 😡,positive
man you4 work sound whore but wonderful really lol,toxic
bro he look idiot and go to hell honestly!,toxic
YO THAT GUY BEHAVE LIKE UGLY 🙂,abusive
seriously your work act like fuck kind of!!,toxic
SERIOUSLY YOUR BEHAVIOR ACT LIKE PATHETIC 😡,abusive
man my friend act like nonsense and bitch sometimes!,toxic
hey you look kill maybe lol,toxic
man she f0el trash and slut sometimes,toxic
man my friend look pathetic and go to hell!!,toxic
hey my friend sound lovely kind of 😡,positive
bro your work behave like nonsense and go to hell!!,toxic
bro you look idiot,abusive
seriously that guy sound loser kind of!!,abusive
BRO THAT GUY FEEL ASSHOLE BUT POSITIVE MAYBE 😡,toxic
YO YOUR BEHAVIOR 8RE WONDERFUL MAYBE BRO,positive
honestly this person look bastard but kind honestly bro,toxic
yo my friend act like helpful.,positive
man your behavior act like creep and bitch kind of lol,toxic
your b7havior seem excellent honestly lol,positive
seriously he feel idiot honestly lol,abusive
yo your behavior sound useless honestly 🙂,abusive
hey your work behave like happy bro,positive
MAN THAT GUY ARE PATHETIC AND ASSHOLE REALLY.,toxic
seriously they sound nonsense may0e 😡,abusive
she act like creep honestly!,abusive
man you sound bastard but peaceful lol,toxic
bro that guy sound great really!,positive
SERIOUSLY YOUR WORK FEEL UGLY KIND OF BRO,abusive
MAN HE SEEM USELESS SOMETIMES LOL,abusive
yo your idea sound trash maybe!,abusive
yo that guy look shit sometimes.,toxic
seriously that guy feel bitch but peaceful maybe,toxic
man this person behave l4ke awesome kind of 😡,positive
bro he sound stupid and bitch 😡,toxic
h7nestly that guy act like pathetic maybe 😡,abusive
YOU SEEM USELESS KIND OF LOL,abusive
man you behave like stupid and go to hell kind of lol,toxic
bro she are trash kind of.,abusive
bro she behave like fantastic honestly lol,positive
seriously your work behave like c3eep maybe!,abusive
man that guy sound whore but lovely honestly!!,toxic
yo my friend are loser sometimes.,abusive
seriously your behavior are dumb maybe!,abusive
honestly this person feel annoying kind of!,abusive
man your behavior feel pathetic maybe,abusive
man your 6ehavior sound nonsense 🙂,abusive
man your behavior behave like kin1 honestly lol,positive
hey my friend behave like nonsense really.,abusive
SERIOUSLY THIS PERSON SOUND FANTASTIC REALLY 😡,positive
seriously they feel bastard lol,toxic
YO YOU ACT LIKE USELESS KIND OF!!,abusive
SERIOUSLY HE FEEL GO TO HELL KIND OF 😡,toxic
yo your behavior look stupid sometimes,abusive
YO SHE SOUND GO TO HELL BUT HELPFUL SOMETIMES LOL,toxic
honestly your behavior behave like brill7ant.,positive
HONESTLY YOU ACT LIKE STUPID HONESTLY.,abusive
your behavior look loser sometimes 😡,abusive
SHE ARE GREAT SOMETIMES0LOL,positive
this 4erson are dumb maybe 🙂,abusive
YOUR WORK SOUND NICE SOMETIMES!!,positive
seriously your idea act like trash and fuck really 😡,toxic
SERIOUSLY HE BEHAVE LIKE LOSER AND MOTHERFUCKER KIND OF,toxic
yo you sound nice really,positive
HONESTLY THEY LOOK DIE 🙂,toxic
HE FEEL TRASH AND GO TO HELL KIND OF!!,toxic
hey thi6 person seem lovely 😡,positive
YO HE ARE LOVELY KIND OF BRO,positive
yo my friend0feel bitch but wonderful maybe!!,toxic
bro he seem shit but excellent maybe bro,toxic
bro you behave like nonsense really,abusive
honestly your work are a5shole but lovely sometimes lol,toxic
man she seem great somet0mes bro,positive
yo he seem awesome really 😡,positive
MY FRIEND BEHAVE LIKE FUCK BUT AMAZING 😡,toxic
honestly they feel bastard but amazing honestly lol,toxic
honestly my friend look shit really!,toxic
man your be5avior behave like jerk 😡,abusive
HEY MY FRIEND LOOK DUMB LOL,abusive
hey this person behave like creep really!,abusive
